word,reading,meaning,level,language,source
麓,ふもと,"the foot, the bottom, the base (of a mountain)",N2,ja,JLPT (open-anki-jlpt-decks)
フライパン,フライパン,"fry pan, frying pan",N2,ja,JLPT (open-anki-jlpt-decks)
ブラウス,ブラウス,blouse,N2,ja,JLPT (open-anki-jlpt-decks)
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",N2,ja,JLPT (open-anki-jlpt-decks)
ブラシ,ブラシ,brush,N2,ja,JLPT (open-anki-jlpt-decks)
プラットホーム,プラットホーム,platform,N2,ja,JLPT (open-anki-jlpt-decks)
フリー,フリー,free,N2,ja,JLPT (open-anki-jlpt-decks)
振り仮名,ふりがな,pronunciation key,N2,ja,JLPT (open-anki-jlpt-decks)
振り向く,ふりむく,"to turn one's face, to turn around",N2,ja,JLPT (open-anki-jlpt-decks)
プリント,プリント,"print, handout",N2,ja,JLPT (open-anki-jlpt-decks)
古～,ふる～,old ~,N2,ja,JLPT (open-anki-jlpt-decks)
故郷,ふるさと,"home town, birthplace",N2,ja,JLPT (open-anki-jlpt-decks)
古里,ふるさと,"home town, birthplace",N2,ja,JLPT (open-anki-jlpt-decks)
振舞う,ふるまう,"to behave, to conduct",N2,ja,JLPT (open-anki-jlpt-decks)
ブローチ,ブローチ,brooch,N2,ja,JLPT (open-anki-jlpt-decks)
プログラム,プログラム,program,N2,ja,JLPT (open-anki-jlpt-decks)
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",N2,ja,JLPT (open-anki-jlpt-decks)
ふわふわ,ふわふわ,"light, soft",N2,ja,JLPT (open-anki-jlpt-decks)
噴火,ふんか,eruption,N2,ja,JLPT (open-anki-jlpt-decks)
分解,ぶんかい,"analysis, disassembly",N2,ja,JLPT (open-anki-jlpt-decks)
文芸,ぶんげい,"literature, art and literature",N2,ja,JLPT (open-anki-jlpt-decks)
文献,ぶんけん,"literature, books (reference)",N2,ja,JLPT (open-anki-jlpt-decks)
噴水,ふんすい,water fountain,N2,ja,JLPT (open-anki-jlpt-decks)
分数,ぶんすう,fraction (in math),N2,ja,JLPT (open-anki-jlpt-decks)
文体,ぶんたい,literary style,N2,ja,JLPT (open-anki-jlpt-decks)
分布,ぶんぷ,distribution,N2,ja,JLPT (open-anki-jlpt-decks)
文房具,ぶんぼうぐ,stationery,N2,ja,JLPT (open-anki-jlpt-decks)
文脈,ぶんみゃく,context,N2,ja,JLPT (open-anki-jlpt-decks)
分量,ぶんりょう,"amount, quantity",N2,ja,JLPT (open-anki-jlpt-decks)
分類,ぶんるい,classification,N2,ja,JLPT (open-anki-jlpt-decks)
閉会,へいかい,closure,N2,ja,JLPT (open-anki-jlpt-decks)
平気,へいき,"coolness, calmness, unconcern",N2,ja,JLPT (open-anki-jlpt-decks)
並行,へいこう,"(going) side by side, concurrent, at the same time",N2,ja,JLPT (open-anki-jlpt-decks)
平日,へいじつ,weekday,N2,ja,JLPT (open-anki-jlpt-decks)
兵隊,へいたい,soldier,N2,ja,JLPT (open-anki-jlpt-decks)
平凡,へいぼん,"common, ordinary",N2,ja,JLPT (open-anki-jlpt-decks)
平野,へいや,"plain, open field",N2,ja,JLPT (open-anki-jlpt-decks)
凹む,へこむ,"to be dented, to be indented",N2,ja,JLPT (open-anki-jlpt-decks)
へそ,へそ,"navel, belly-button",N2,ja,JLPT (open-anki-jlpt-decks)
隔てる,へだてる,to be shut out,N2,ja,JLPT (open-anki-jlpt-decks)
別荘,べっそう,villa; vacation home; summer cottage,N2,ja,JLPT (open-anki-jlpt-decks)
別々,べつべつ,"separately, individually",N2,ja,JLPT (open-anki-jlpt-decks)
ベテラン,ベテラン,veteran,N2,ja,JLPT (open-anki-jlpt-decks)
ヘリコプター,ヘリコプター,helicopter,N2,ja,JLPT (open-anki-jlpt-decks)
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",N2,ja,JLPT (open-anki-jlpt-decks)
便所,べんじょ,"toilet, lavatory",N2,ja,JLPT (open-anki-jlpt-decks)
ペンチ,ペンチ,pliers (lit: pinchers),N2,ja,JLPT (open-anki-jlpt-decks)
ボーナス,ボーナス,bonus,N2,ja,JLPT (open-anki-jlpt-decks)
防～,ぼう～,~ prevention,N2,ja,JLPT (open-anki-jlpt-decks)
望遠鏡,ぼうえんきょう,telescope,N2,ja,JLPT (open-anki-jlpt-decks)
方角,ほうがく,"direction, way",N2,ja,JLPT (open-anki-jlpt-decks)
箒,ほうき,broom,N2,ja,JLPT (open-anki-jlpt-decks)
方言,ほうげん,dialect,N2,ja,JLPT (open-anki-jlpt-decks)
坊さん,ぼうさん,"Buddhist priest, monk",N2,ja,JLPT (open-anki-jlpt-decks)
防止,ぼうし,"prevention, check",N2,ja,JLPT (open-anki-jlpt-decks)
方針,ほうしん,"objective, plan, policy",N2,ja,JLPT (open-anki-jlpt-decks)
包装,ほうそう,"packing, wrapping",N2,ja,JLPT (open-anki-jlpt-decks)
法則,ほうそく,"law, rule",N2,ja,JLPT (open-anki-jlpt-decks)
包帯,ほうたい,bandage,N2,ja,JLPT (open-anki-jlpt-decks)
膨大,ぼうだい,"enormous, extensive",N2,ja,JLPT (open-anki-jlpt-decks)
包丁,ほうちょう,"kitchen knife, carving knife",N2,ja,JLPT (open-anki-jlpt-decks)
方程式,ほうていしき,equation,N2,ja,JLPT (open-anki-jlpt-decks)
防犯,ぼうはん,prevention of crime,N2,ja,JLPT (open-anki-jlpt-decks)
方面,ほうめん,direction; area,N2,ja,JLPT (open-anki-jlpt-decks)
坊や,ぼうや,boy,N2,ja,JLPT (open-anki-jlpt-decks)
放る,ほうる,to let go,N2,ja,JLPT (open-anki-jlpt-decks)
朗らか,ほがらか,"bright, cheerful, melodious",N2,ja,JLPT (open-anki-jlpt-decks)
朗らか(な),ほがらか(な),"cheerful, merry bright (sky, day, etc.), fine, clear",N2,ja,JLPT (open-anki-jlpt-decks)
牧場,ぼくじょう,farm (livestock); pasture land,N2,ja,JLPT (open-anki-jlpt-decks)
牧畜,ぼくちく,stock-farming,N2,ja,JLPT (open-anki-jlpt-decks)
保健,ほけん,"health preservation, hygiene, sanitation",N2,ja,JLPT (open-anki-jlpt-decks)
募集,ぼしゅう,recruitment,N2,ja,JLPT (open-anki-jlpt-decks)
干す,ほす,"to air, to dry, to drink up",N2,ja,JLPT (open-anki-jlpt-decks)
ポスター,ポスター,poster,N2,ja,JLPT (open-anki-jlpt-decks)
北極,ほっきょく,North Pole,N2,ja,JLPT (open-anki-jlpt-decks)
坊っちゃん,ぼっちゃん,son (of others),N2,ja,JLPT (open-anki-jlpt-decks)
解く,ほどく,to unfasten,N2,ja,JLPT (open-anki-jlpt-decks)
掘る,ほる,"to dig, to excavate",N2,ja,JLPT (open-anki-jlpt-decks)
彫る,ほる,"to carve, to chisel",N2,ja,JLPT (open-anki-jlpt-decks)
ぼろ,ぼろ,"rag, tattered clothes",N2,ja,JLPT (open-anki-jlpt-decks)
盆,ぼん,Festival of the Dead; tray,N2,ja,JLPT (open-anki-jlpt-decks)
盆地,ぼんち,"basin (e.g., between mountains)",N2,ja,JLPT (open-anki-jlpt-decks)
ほんの～,ほんの～,"mere, just",N2,ja,JLPT (open-anki-jlpt-decks)
本部,ほんぶ,headquarters,N2,ja,JLPT (open-anki-jlpt-decks)
本来,ほんらい,"essentially, naturally, by nature",N2,ja,JLPT (open-anki-jlpt-decks)
まあまあ,まあまあ,okay; so-so; decent,N2,ja,JLPT (open-anki-jlpt-decks)
毎～,まい～,every ~,N2,ja,JLPT (open-anki-jlpt-decks)
枚数,まいすう,the number of flat things,N2,ja,JLPT (open-anki-jlpt-decks)
毎度,まいど,"each time, common service-sector greeting",N2,ja,JLPT (open-anki-jlpt-decks)
まく,まく,"to wind, to coil, to roll",N2,ja,JLPT (open-anki-jlpt-decks)
枕,まくら,pillow,N2,ja,JLPT (open-anki-jlpt-decks)
曲げる,まげる,"to bend, to crook, to lean",N2,ja,JLPT (open-anki-jlpt-decks)
まごまご,まごまご,"confused, be at a loss",N2,ja,JLPT (open-anki-jlpt-decks)
摩擦,まさつ,friction; rubbing; chafe,N2,ja,JLPT (open-anki-jlpt-decks)
まざる,まざる,"to be mixed, to be blended with, to associate with",N2,ja,JLPT (open-anki-jlpt-decks)
まじる,まじる,"to be mixed, to be blended with, to associate with",N2,ja,JLPT (open-anki-jlpt-decks)
マスク,マスク,mask,N2,ja,JLPT (open-anki-jlpt-decks)
まぜる,まぜる,"to mix, to stir",N2,ja,JLPT (open-anki-jlpt-decks)
またぐ,またぐ,to straddle,N2,ja,JLPT (open-anki-jlpt-decks)
跨ぐ,またぐ,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle",N2,ja,JLPT (open-anki-jlpt-decks)
待合室,まちあいしつ,waiting room,N2,ja,JLPT (open-anki-jlpt-decks)
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",N2,ja,JLPT (open-anki-jlpt-decks)
街角,まちかど,street corner,N2,ja,JLPT (open-anki-jlpt-decks)
真っ暗,まっくら,total darkness,N2,ja,JLPT (open-anki-jlpt-decks)
真っ黒,まっくろ,pitch black,N2,ja,JLPT (open-anki-jlpt-decks)
真っ青,まっさお,"deep blue, ghastly pale",N2,ja,JLPT (open-anki-jlpt-decks)
真っ先,まっさき,"foremost, beginning",N2,ja,JLPT (open-anki-jlpt-decks)
真っ白,まっしろ,pure white,N2,ja,JLPT (open-anki-jlpt-decks)
祭る,まつる,"to deify, to enshrine",N2,ja,JLPT (open-anki-jlpt-decks)
窓口,まどぐち,(ticket) window,N2,ja,JLPT (open-anki-jlpt-decks)
真似る,まねる,"to mimic, to imitate",N2,ja,JLPT (open-anki-jlpt-decks)
まぶた,まぶた,eyelids,N2,ja,JLPT (open-anki-jlpt-decks)
マフラー,マフラー,a winter scarf,N2,ja,JLPT (open-anki-jlpt-decks)
間も無く,まもなく,"soon, in a short time",N2,ja,JLPT (open-anki-jlpt-decks)
間もなく,まもなく,"soon, shortly, before long, in a short time, in a little while",N2,ja,JLPT (open-anki-jlpt-decks)
マラソン,マラソン,marathon,N2,ja,JLPT (open-anki-jlpt-decks)
稀,まれ,"rare, seldom",N2,ja,JLPT (open-anki-jlpt-decks)
回り道,まわりみち,detour,N2,ja,JLPT (open-anki-jlpt-decks)
満員,まんいん,"full house, no vacancy, sold out",N2,ja,JLPT (open-anki-jlpt-decks)
マンション,マンション,"multistory apartment house, condominium",N2,ja,JLPT (open-anki-jlpt-decks)
満点,まんてん,perfect score,N2,ja,JLPT (open-anki-jlpt-decks)
未～,み～,not yet ~,N2,ja,JLPT (open-anki-jlpt-decks)
見上げる,みあげる,"to look up at, to admire",N2,ja,JLPT (open-anki-jlpt-decks)
見送る,みおくる,to see off; to escort; to let pass,N2,ja,JLPT (open-anki-jlpt-decks)
見下ろす,みおろす,"to overlook, to look down on something",N2,ja,JLPT (open-anki-jlpt-decks)
見掛け,みかけ,outward appearance,N2,ja,JLPT (open-anki-jlpt-decks)
三日月,みかづき,crescent moon,N2,ja,JLPT (open-anki-jlpt-decks)
岬,みさき,cape (on coast),N2,ja,JLPT (open-anki-jlpt-decks)
みじめ,みじめ,"sad, pitiful, wretched",N2,ja,JLPT (open-anki-jlpt-decks)
惨めな,みじめな,"miserable, wretched, unhappy, sad, pitiable",N2,ja,JLPT (open-anki-jlpt-decks)
ミシン,ミシン,sewing machine,N2,ja,JLPT (open-anki-jlpt-decks)
自ら,みずから,"for one's self, personally",N2,ja,JLPT (open-anki-jlpt-decks)
水着,みずぎ,bathing suit (woman's),N2,ja,JLPT (open-anki-jlpt-decks)
店屋,みせや,"store, shop",N2,ja,JLPT (open-anki-jlpt-decks)
見出し,みだし,"heading, index",N2,ja,JLPT (open-anki-jlpt-decks)
道順,みちじゅん,"itinerary, route",N2,ja,JLPT (open-anki-jlpt-decks)
みっともない,みっともない,"shameful, indecent",N2,ja,JLPT (open-anki-jlpt-decks)
見詰める,みつめる,"to stare at, to gaze at",N2,ja,JLPT (open-anki-jlpt-decks)
見直す,みなおす,"to look over again, to review",N2,ja,JLPT (open-anki-jlpt-decks)
見慣れる,みなれる,"to become used to seeing, to be familiar with",N2,ja,JLPT (open-anki-jlpt-decks)
醜い,みにくい,ugly,N2,ja,JLPT (open-anki-jlpt-decks)
実る,みのる,"to bear fruit, to ripen",N2,ja,JLPT (open-anki-jlpt-decks)
身分,みぶん,"position, status",N2,ja,JLPT (open-anki-jlpt-decks)
見本,みほん,sample,N2,ja,JLPT (open-anki-jlpt-decks)
見舞う,みまう,"to ask after (health), to visit",N2,ja,JLPT (open-anki-jlpt-decks)
未満,みまん,"less than, insufficient",N2,ja,JLPT (open-anki-jlpt-decks)
名字,みょうじ,"surname, family name",N2,ja,JLPT (open-anki-jlpt-decks)
ミリ (メートル),ミリ (メートル),milli-,N2,ja,JLPT (open-anki-jlpt-decks)
診る,みる,to examine (medically),N2,ja,JLPT (open-anki-jlpt-decks)
民間,みんかん,"private, civilian",N2,ja,JLPT (open-anki-jlpt-decks)
民主～,みんしゅ～,democratic,N2,ja,JLPT (open-anki-jlpt-decks)
民謡,みんよう,"folk song, popular song",N2,ja,JLPT (open-anki-jlpt-decks)
無限,むげん,infinite,N2,ja,JLPT (open-anki-jlpt-decks)
無地,むじ,plain,N2,ja,JLPT (open-anki-jlpt-decks)
蒸し暑い,むしあつい,"humid, sultry",N2,ja,JLPT (open-anki-jlpt-decks)
矛盾,むじゅん,"contradiction, inconsistency",N2,ja,JLPT (open-anki-jlpt-decks)
無数,むすう,"countless number, infinite number",N2,ja,JLPT (open-anki-jlpt-decks)
紫,むらさき,"purple color, violet",N2,ja,JLPT (open-anki-jlpt-decks)
群れ,むれ,"crowd, flock, herd",N2,ja,JLPT (open-anki-jlpt-decks)
姪,めい,niece,N2,ja,JLPT (open-anki-jlpt-decks)
名～,めい～,famous ~,N2,ja,JLPT (open-anki-jlpt-decks)
名作,めいさく,masterpiece,N2,ja,JLPT (open-anki-jlpt-decks)
名詞,めいし,noun,N2,ja,JLPT (open-anki-jlpt-decks)
名刺,めいし,business card,N2,ja,JLPT (open-anki-jlpt-decks)
名所,めいしょ,famous place,N2,ja,JLPT (open-anki-jlpt-decks)
迷信,めいしん,superstition,N2,ja,JLPT (open-anki-jlpt-decks)
命ずる,めいずる,"to command, to appoint",N2,ja,JLPT (open-anki-jlpt-decks)
名物,めいぶつ,"famous product, special product, speciality",N2,ja,JLPT (open-anki-jlpt-decks)
銘々,めいめい,"each, individual",N2,ja,JLPT (open-anki-jlpt-decks)
恵まれる,めぐまれる,"to be blessed with, to be rich in",N2,ja,JLPT (open-anki-jlpt-decks)
巡る,めぐる,to go around,N2,ja,JLPT (open-anki-jlpt-decks)
目指す,めざす,"to aim at, to have an eye on",N2,ja,JLPT (open-anki-jlpt-decks)
目覚し,めざまし,alarm-clock,N2,ja,JLPT (open-anki-jlpt-decks)
目下,めした,"at present, now",N2,ja,JLPT (open-anki-jlpt-decks)
目印,めじるし,"mark, sign, landmark",N2,ja,JLPT (open-anki-jlpt-decks)
目立つ,めだつ,"to be conspicuous, to stand out",N2,ja,JLPT (open-anki-jlpt-decks)
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",N2,ja,JLPT (open-anki-jlpt-decks)
めっきり,めっきり,remarkably,N2,ja,JLPT (open-anki-jlpt-decks)
めでたい,めでたい,"happy, propitious, joyous",N2,ja,JLPT (open-anki-jlpt-decks)
メニュー,メニュー,menu,N2,ja,JLPT (open-anki-jlpt-decks)
めまい,めまい,"dizziness, giddiness",N2,ja,JLPT (open-anki-jlpt-decks)
目安,めやす,"criterion, aim",N2,ja,JLPT (open-anki-jlpt-decks)
免税,めんぜい,tax exemption,N2,ja,JLPT (open-anki-jlpt-decks)
面積,めんせき,area,N2,ja,JLPT (open-anki-jlpt-decks)
面接,めんせつ,interview,N2,ja,JLPT (open-anki-jlpt-decks)
面倒臭い,めんどうくさい,"bother to do, tiresome",N2,ja,JLPT (open-anki-jlpt-decks)
モーター,モーター,motor,N2,ja,JLPT (open-anki-jlpt-decks)
儲かる,もうかる,"to be profitable, to yield a profit",N2,ja,JLPT (open-anki-jlpt-decks)
儲ける,もうける,"to earn, to have (bear, beget) a child",N2,ja,JLPT (open-anki-jlpt-decks)
申し訳ない,もうしわけない,"inexcusable, I am sorry",N2,ja,JLPT (open-anki-jlpt-decks)
木材,もくざい,"lumber, timber, wood",N2,ja,JLPT (open-anki-jlpt-decks)
目次,もくじ,table of contents,N2,ja,JLPT (open-anki-jlpt-decks)
潜る,もぐる,"to dive, to pass through; to evade, to hide",N2,ja,JLPT (open-anki-jlpt-decks)
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",N2,ja,JLPT (open-anki-jlpt-decks)
もたれる,もたれる,"to lean against, to lean on",N2,ja,JLPT (open-anki-jlpt-decks)
凭れる,もたれる,"to lean against, to lean on, to recline on",N2,ja,JLPT (open-anki-jlpt-decks)
モダン,モダン,modern,N2,ja,JLPT (open-anki-jlpt-decks)
餅,もち,sticky rice cake,N2,ja,JLPT (open-anki-jlpt-decks)
モデル,モデル,a fashion model,N2,ja,JLPT (open-anki-jlpt-decks)
元々,もともと,"originally, by nature, from the start",N2,ja,JLPT (open-anki-jlpt-decks)
物置,ものおき,storage room,N2,ja,JLPT (open-anki-jlpt-decks)
物語る,ものがたる,"to tell, to indicate",N2,ja,JLPT (open-anki-jlpt-decks)
物差し,ものさし,"ruler, measure",N2,ja,JLPT (open-anki-jlpt-decks)
物凄い,ものすごい,"earth-shattering, staggering, to a very great extent",N2,ja,JLPT (open-anki-jlpt-decks)
モノレール,モノレール,monorail,N2,ja,JLPT (open-anki-jlpt-decks)
紅葉,もみじ,(Japanese) maple,N2,ja,JLPT (open-anki-jlpt-decks)
揉む,もむ,"to rub, to crumple (up), to wrinkle",N2,ja,JLPT (open-anki-jlpt-decks)
もやす,もやす,to burn,N2,ja,JLPT (open-anki-jlpt-decks)
催し,もよおし,"event, festivities, function",N2,ja,JLPT (open-anki-jlpt-decks)
盛る,もる,to serve (food); to fill up; to prescribe,N2,ja,JLPT (open-anki-jlpt-decks)
問答,もんどう,"questions and answers, dialogue",N2,ja,JLPT (open-anki-jlpt-decks)
やかましい,やかましい,"to be fussy, to be overly critical",N2,ja,JLPT (open-anki-jlpt-decks)
喧しい,やかましい,"noisy, loud, clamorous, boisterous",N2,ja,JLPT (open-anki-jlpt-decks)
夜間,やかん,"at night, nighttime",N2,ja,JLPT (open-anki-jlpt-decks)
やかん,やかん,kettle,N2,ja,JLPT (open-anki-jlpt-decks)
やかん,やかん,kettle,N2,ja,JLPT (open-anki-jlpt-decks)
役者,やくしゃ,actor,N2,ja,JLPT (open-anki-jlpt-decks)
役所,やくしょ,"government office, public office",N2,ja,JLPT (open-anki-jlpt-decks)
役人,やくにん,government official,N2,ja,JLPT (open-anki-jlpt-decks)
薬品,やくひん,"medicine(s), chemical(s)",N2,ja,JLPT (open-anki-jlpt-decks)
役目,やくめ,"duty, business",N2,ja,JLPT (open-anki-jlpt-decks)
火傷,やけど,"burn, scald",N2,ja,JLPT (open-anki-jlpt-decks)
夜行,やこう,"night train, night travel",N2,ja,JLPT (open-anki-jlpt-decks)
矢印,やじるし,directing arrow,N2,ja,JLPT (open-anki-jlpt-decks)
やたらに,やたらに,"randomly, recklessly, blindly",N2,ja,JLPT (open-anki-jlpt-decks)
薬局,やっきょく,"pharmacy, drugstore",N2,ja,JLPT (open-anki-jlpt-decks)
やっつける,やっつける,"to attack (an enemy), to beat, to finish off",N2,ja,JLPT (open-anki-jlpt-decks)
やっぱり,やっぱり,"after all, anyway",N2,ja,JLPT (open-anki-jlpt-decks)
家主,やぬし,landlord,N2,ja,JLPT (open-anki-jlpt-decks)
破く,やぶく,to tear,N2,ja,JLPT (open-anki-jlpt-decks)
やむをえない,やむをえない,"cannot be helped, unavoidable",N2,ja,JLPT (open-anki-jlpt-decks)
軟らかい,やわらかい,"soft, tender, limp",N2,ja,JLPT (open-anki-jlpt-decks)
遊園地,ゆうえんち,amusement park,N2,ja,JLPT (open-anki-jlpt-decks)
夕刊,ゆうかん,evening paper,N2,ja,JLPT (open-anki-jlpt-decks)
友好,ゆうこう,friendship,N2,ja,JLPT (open-anki-jlpt-decks)
郵送,ゆうそう,mailing,N2,ja,JLPT (open-anki-jlpt-decks)
夕立,ゆうだち,(sudden) evening shower (rain),N2,ja,JLPT (open-anki-jlpt-decks)
夕日,ゆうひ,"(in) the evening sun, setting sun",N2,ja,JLPT (open-anki-jlpt-decks)
悠々,ゆうゆう,"quiet, calm, leisurely",N2,ja,JLPT (open-anki-jlpt-decks)
有料,ゆうりょう,"admission-paid, toll",N2,ja,JLPT (open-anki-jlpt-decks)
浴衣,ゆかた,"bathrobe, informal summer kimono",N2,ja,JLPT (open-anki-jlpt-decks)
行方,ゆくえ,one's whereabouts,N2,ja,JLPT (open-anki-jlpt-decks)
湯気,ゆげ,steam,N2,ja,JLPT (open-anki-jlpt-decks)
輸血,ゆけつ,blood transfusion,N2,ja,JLPT (open-anki-jlpt-decks)
輸送,ゆそう,"transport, transportation",N2,ja,JLPT (open-anki-jlpt-decks)
油断,ゆだん,"negligence, unpreparedness",N2,ja,JLPT (open-anki-jlpt-decks)
湯飲み,ゆのみ,teacup,N2,ja,JLPT (open-anki-jlpt-decks)
湯飲,ゆのみ,teacup,N2,ja,JLPT (open-anki-jlpt-decks)
緩い,ゆるい,"loose, lenient, slow",N2,ja,JLPT (open-anki-jlpt-decks)
溶岩,ようがん,lava,N2,ja,JLPT (open-anki-jlpt-decks)
容器,ようき,"container, receptacle, vessel, packaging",N2,ja,JLPT (open-anki-jlpt-decks)
