word,reading,meaning,level,language,source
点数,てんすう,"marks, points, score",N2,ja,JLPT (open-anki-jlpt-decks)
伝染,でんせん,contagion,N2,ja,JLPT (open-anki-jlpt-decks)
電池,でんち,battery,N2,ja,JLPT (open-anki-jlpt-decks)
電柱,でんちゅう,"telephone pole, telegraph pole, light pole",N2,ja,JLPT (open-anki-jlpt-decks)
点々,てんてん,"here and there, little by little",N2,ja,JLPT (open-anki-jlpt-decks)
転々,てんてん,from one to another,N2,ja,JLPT (open-anki-jlpt-decks)
天皇,てんのう,Emperor of Japan,N2,ja,JLPT (open-anki-jlpt-decks)
電波,でんぱ,electro-magnetic wave,N2,ja,JLPT (open-anki-jlpt-decks)
テンポ,テンポ,tempo,N2,ja,JLPT (open-anki-jlpt-decks)
電流,でんりゅう,electric current,N2,ja,JLPT (open-anki-jlpt-decks)
電力,でんりょく,electric power,N2,ja,JLPT (open-anki-jlpt-decks)
問い合わせ,といあわせ,inquiry,N2,ja,JLPT (open-anki-jlpt-decks)
銅,どう,copper,N2,ja,JLPT (open-anki-jlpt-decks)
同～,どう～,same ~,N2,ja,JLPT (open-anki-jlpt-decks)
どういたしまして (かん),どういたしまして (かん),"you are welcome, don't mention it",N2,ja,JLPT (open-anki-jlpt-decks)
統一,とういつ,"unity, consolidation, uniformity",N2,ja,JLPT (open-anki-jlpt-decks)
同格,どうかく,"the same rank, equality, apposition",N2,ja,JLPT (open-anki-jlpt-decks)
峠,とうげ,"ridge, (mountain) pass, difficult part",N2,ja,JLPT (open-anki-jlpt-decks)
統計,とうけい,statistics,N2,ja,JLPT (open-anki-jlpt-decks)
動作,どうさ,"action, movements, motions",N2,ja,JLPT (open-anki-jlpt-decks)
東西,とうざい,"East and West, whole country",N2,ja,JLPT (open-anki-jlpt-decks)
当日,とうじつ,"appointed day, very day",N2,ja,JLPT (open-anki-jlpt-decks)
投書,とうしょ,"letter to the editor, letter from a reader, contribution",N2,ja,JLPT (open-anki-jlpt-decks)
登場,とうじょう,entry (on stage),N2,ja,JLPT (open-anki-jlpt-decks)
どうせ,どうせ,"anyhow, in any case, at any rate",N2,ja,JLPT (open-anki-jlpt-decks)
灯台,とうだい,lighthouse,N2,ja,JLPT (open-anki-jlpt-decks)
盗難,とうなん,"theft, robbery",N2,ja,JLPT (open-anki-jlpt-decks)
当番,とうばん,being on duty,N2,ja,JLPT (open-anki-jlpt-decks)
等分,とうぶん,division into equal parts,N2,ja,JLPT (open-anki-jlpt-decks)
透明,とうめい,"transparency, cleanness",N2,ja,JLPT (open-anki-jlpt-decks)
灯油,とうゆ,"lamp oil, kerosene",N2,ja,JLPT (open-anki-jlpt-decks)
東洋,とうよう,"the East, the Orient",N2,ja,JLPT (open-anki-jlpt-decks)
童話,どうわ,fairy tale,N2,ja,JLPT (open-anki-jlpt-decks)
通り掛かる,とおりかかる,to happen to pass by,N2,ja,JLPT (open-anki-jlpt-decks)
溶かす,とかす,"to melt, to dissolve",N2,ja,JLPT (open-anki-jlpt-decks)
尖る,とがる,"to taper to a point, to become sharp",N2,ja,JLPT (open-anki-jlpt-decks)
どきどき,どきどき,"throb, beat (fast)",N2,ja,JLPT (open-anki-jlpt-decks)
特殊,とくしゅ,"special, unique",N2,ja,JLPT (open-anki-jlpt-decks)
特色,とくしょく,"characteristic, feature",N2,ja,JLPT (open-anki-jlpt-decks)
特定,とくてい,"specific, special, particular",N2,ja,JLPT (open-anki-jlpt-decks)
特売,とくばい,special sale,N2,ja,JLPT (open-anki-jlpt-decks)
溶け込む,とけこむ,to melt into; to become a part of,N2,ja,JLPT (open-anki-jlpt-decks)
溶ける,とける,"(intransitive) to melt, to thaw, to fuse, to dissolve",N2,ja,JLPT (open-anki-jlpt-decks)
退ける,どける,"to dislodge, to put something out of the way",N2,ja,JLPT (open-anki-jlpt-decks)
床の間,とこのま,alcove,N2,ja,JLPT (open-anki-jlpt-decks)
所々,ところどころ,"here and there, some parts (of something)",N2,ja,JLPT (open-anki-jlpt-decks)
都心,としん,heart (of city),N2,ja,JLPT (open-anki-jlpt-decks)
戸棚,とだな,"cupboard, cabinet",N2,ja,JLPT (open-anki-jlpt-decks)
とっくに,とっくに,"long ago, already, a long time ago",N2,ja,JLPT (open-anki-jlpt-decks)
どっと,どっと,suddenly,N2,ja,JLPT (open-anki-jlpt-decks)
整う,ととのう,"to be prepared, to be in order, to be arranged",N2,ja,JLPT (open-anki-jlpt-decks)
留まる,とどまる,"to be fixed; to abide, to stay (in the one place)",N2,ja,JLPT (open-anki-jlpt-decks)
怒鳴る,どなる,"to shout, to yell",N2,ja,JLPT (open-anki-jlpt-decks)
殿,どの,Mister (mostly in addressing someone on an envelope),N2,ja,JLPT (open-anki-jlpt-decks)
飛び込む,とびこむ,"to jump in, to leap in, to plunge into",N2,ja,JLPT (open-anki-jlpt-decks)
留まる,とまる,"to be fixed; to abide, to stay (in the one place)",N2,ja,JLPT (open-anki-jlpt-decks)
泊める,とめる,"to give shelter to, to lodge",N2,ja,JLPT (open-anki-jlpt-decks)
ともかく,ともかく,"anyhow, at any rate, anyway",N2,ja,JLPT (open-anki-jlpt-decks)
捕える,とらえる,"to seize, to capture, to arrest",N2,ja,JLPT (open-anki-jlpt-decks)
取り入れる,とりいれる,"to harvest, to take in, to adopt",N2,ja,JLPT (open-anki-jlpt-decks)
取り消す,とりけす,to cancel,N2,ja,JLPT (open-anki-jlpt-decks)
取り出す,とりだす,"to take out, to pick out",N2,ja,JLPT (open-anki-jlpt-decks)
採る,とる,"to adopt (measure, proposal); to pick (fruit)",N2,ja,JLPT (open-anki-jlpt-decks)
捕る,とる,"to take, to catch (fish)",N2,ja,JLPT (open-anki-jlpt-decks)
丼,どんぶり,"porcelain bowl, bowl of rice with food on top",N2,ja,JLPT (open-anki-jlpt-decks)
内科,ないか,"internist clinic, internal medicine",N2,ja,JLPT (open-anki-jlpt-decks)
内線,ないせん,phone extension,N2,ja,JLPT (open-anki-jlpt-decks)
ナイロン,ナイロン,nylon,N2,ja,JLPT (open-anki-jlpt-decks)
長～,なが～,long ~,N2,ja,JLPT (open-anki-jlpt-decks)
仲直り,なかなおり,"reconciliation, make peace with",N2,ja,JLPT (open-anki-jlpt-decks)
長引く,ながびく,"to be prolonged, to drag on",N2,ja,JLPT (open-anki-jlpt-decks)
中身,なかみ,"contents, interior, filling substance, content",N2,ja,JLPT (open-anki-jlpt-decks)
中指,なかゆび,middle finger,N2,ja,JLPT (open-anki-jlpt-decks)
仲良し,なかよし,"intimate friend, bosom buddy",N2,ja,JLPT (open-anki-jlpt-decks)
慰める,なぐさめる,"to comfort, to console",N2,ja,JLPT (open-anki-jlpt-decks)
殴る,なぐる,"to strike, to hit, to beat, to punch",N2,ja,JLPT (open-anki-jlpt-decks)
為す,なす,"to accomplish, to do",N2,ja,JLPT (open-anki-jlpt-decks)
謎謎,なぞなぞ,riddle,N2,ja,JLPT (open-anki-jlpt-decks)
傾らか,なだらか,"gradual, gentle",N2,ja,JLPT (open-anki-jlpt-decks)
懐かしい,なつかしい,"dear, desired, missed",N2,ja,JLPT (open-anki-jlpt-decks)
撫でる,なでる,"to brush gently, to stroke",N2,ja,JLPT (open-anki-jlpt-decks)
斜め,ななめ,"diagonal, oblique",N2,ja,JLPT (open-anki-jlpt-decks)
なにしろ,なにしろ,"at any rate, in any case",N2,ja,JLPT (open-anki-jlpt-decks)
何しろ,なにしろ,"in any case, at any rate, anyhow, anyway, as you know, for you see, particularly",N2,ja,JLPT (open-anki-jlpt-decks)
何々,なになに,"such and such, What?",N2,ja,JLPT (open-anki-jlpt-decks)
何分,なにぶん,"by all means, please",N2,ja,JLPT (open-anki-jlpt-decks)
生意気,なまいき,"impertinent, impudent",N2,ja,JLPT (open-anki-jlpt-decks)
生意気な,なまいきな,"impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash",N2,ja,JLPT (open-anki-jlpt-decks)
並木,なみき,"roadside tree, row of trees",N2,ja,JLPT (open-anki-jlpt-decks)
倣う,ならう,"to imitate, to follow, to emulate",N2,ja,JLPT (open-anki-jlpt-decks)
生る,なる,to bear fruit,N2,ja,JLPT (open-anki-jlpt-decks)
南極,なんきょく,"south pole, Antarctic",N2,ja,JLPT (open-anki-jlpt-decks)
なんとなく,なんとなく,"somehow or other, for some reason or another",N2,ja,JLPT (open-anki-jlpt-decks)
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",N2,ja,JLPT (open-anki-jlpt-decks)
何とも,なんとも,"really, very, extremely, terribly, awfully (not) anything, (not) at all, (not) a bit",N2,ja,JLPT (open-anki-jlpt-decks)
ナンバー,ナンバー,number,N2,ja,JLPT (open-anki-jlpt-decks)
南米,なんべい,South America,N2,ja,JLPT (open-anki-jlpt-decks)
南北,なんぼく,south and north,N2,ja,JLPT (open-anki-jlpt-decks)
匂う,におう,"to be fragrant, to smell",N2,ja,JLPT (open-anki-jlpt-decks)
逃がす,にがす,"to let loose, to set free, to let escape",N2,ja,JLPT (open-anki-jlpt-decks)
憎い,にくい,"hateful, abominable, detestable",N2,ja,JLPT (open-anki-jlpt-decks)
憎む,にくむ,"to hate, to detest",N2,ja,JLPT (open-anki-jlpt-decks)
憎らしい,にくらしい,"odious, hateful",N2,ja,JLPT (open-anki-jlpt-decks)
にこにこ,にこにこ,"smile sweetly, smiley",N2,ja,JLPT (open-anki-jlpt-decks)
濁る,にごる,"to become muddy, to get cloudy",N2,ja,JLPT (open-anki-jlpt-decks)
虹,にじ,rainbow,N2,ja,JLPT (open-anki-jlpt-decks)
日時,にちじ,date and time,N2,ja,JLPT (open-anki-jlpt-decks)
日用品,にちようひん,daily necessities,N2,ja,JLPT (open-anki-jlpt-decks)
日課,にっか,"daily work, daily routine",N2,ja,JLPT (open-anki-jlpt-decks)
日程,にってい,schedule,N2,ja,JLPT (open-anki-jlpt-decks)
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",N2,ja,JLPT (open-anki-jlpt-decks)
入社,にゅうしゃ,entry to a company,N2,ja,JLPT (open-anki-jlpt-decks)
女房,にょうぼう,wife,N2,ja,JLPT (open-anki-jlpt-decks)
睨む,にらむ,"to glare at, to stare; to keep an eye on",N2,ja,JLPT (open-anki-jlpt-decks)
煮る,にる,"to boil, to simmer, to stew, seethe",N2,ja,JLPT (open-anki-jlpt-decks)
俄,にわか,"sudden, abrupt, unexpected",N2,ja,JLPT (open-anki-jlpt-decks)
縫う,ぬう,to sew,N2,ja,JLPT (open-anki-jlpt-decks)
ねじ,ねじ,(a) screw,N2,ja,JLPT (open-anki-jlpt-decks)
捩る,ねじる,to twist,N2,ja,JLPT (open-anki-jlpt-decks)
ネックレス,ネックレス,necklace,N2,ja,JLPT (open-anki-jlpt-decks)
熱する,ねっする,to heat,N2,ja,JLPT (open-anki-jlpt-decks)
寝間着,ねまき,"sleep-wear, pajamas",N2,ja,JLPT (open-anki-jlpt-decks)
寝巻,ねまき,"sleep-wear, pajamas",N2,ja,JLPT (open-anki-jlpt-decks)
狙い,ねらい,aim,N2,ja,JLPT (open-anki-jlpt-decks)
狙う,ねらう,to aim at,N2,ja,JLPT (open-anki-jlpt-decks)
年度,ねんど,"year, fiscal year",N2,ja,JLPT (open-anki-jlpt-decks)
農産物,のうさんぶつ,agricultural produce,N2,ja,JLPT (open-anki-jlpt-decks)
農村,のうそん,agricultural community,N2,ja,JLPT (open-anki-jlpt-decks)
濃度,のうど,"concentration, density",N2,ja,JLPT (open-anki-jlpt-decks)
農薬,のうやく,agricultural chemicals,N2,ja,JLPT (open-anki-jlpt-decks)
能率,のうりつ,efficiency,N2,ja,JLPT (open-anki-jlpt-decks)
のこぎり,のこぎり,saw,N2,ja,JLPT (open-anki-jlpt-decks)
残らず,のこらず,"completely, without exception",N2,ja,JLPT (open-anki-jlpt-decks)
上り,のぼり,"up-train (going to Tokyo), ascent",N2,ja,JLPT (open-anki-jlpt-decks)
糊,のり,"glue, paste, starch",N2,ja,JLPT (open-anki-jlpt-decks)
乗換,のりかえ,"a transfer (e.g., trains, buses)",N2,ja,JLPT (open-anki-jlpt-decks)
乗り換え,のりかえ,"(n) transfer (trains, buses, etc.)",N2,ja,JLPT (open-anki-jlpt-decks)
乗り越し,のりこし,riding past (one's station),N2,ja,JLPT (open-anki-jlpt-decks)
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid",N2,ja,JLPT (open-anki-jlpt-decks)
のろのろ,のろのろ,"slowly, sluggishly",N2,ja,JLPT (open-anki-jlpt-decks)
呑気,のんき,"carefree, optimistic, careless",N2,ja,JLPT (open-anki-jlpt-decks)
はい (かん),はい (かん),yes,N2,ja,JLPT (open-anki-jlpt-decks)
灰色,はいいろ,"grey, ashen",N2,ja,JLPT (open-anki-jlpt-decks)
俳句,はいく,haiku poetry,N2,ja,JLPT (open-anki-jlpt-decks)
売店,ばいてん,"shop, stand",N2,ja,JLPT (open-anki-jlpt-decks)
バイバイ,バイバイ,bye bye,N2,ja,JLPT (open-anki-jlpt-decks)
売買,ばいばい,"trade, buying and selling",N2,ja,JLPT (open-anki-jlpt-decks)
這う,はう,"to creep, to crawl",N2,ja,JLPT (open-anki-jlpt-decks)
剥す,はがす,"to tear off, to peel off, to rip off",N2,ja,JLPT (open-anki-jlpt-decks)
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect",N2,ja,JLPT (open-anki-jlpt-decks)
ばからしい,ばからしい,absurd,N2,ja,JLPT (open-anki-jlpt-decks)
秤,はかり,"scales, weighing machine",N2,ja,JLPT (open-anki-jlpt-decks)
吐き気,はきけ,"nausea, sickness in the stomach",N2,ja,JLPT (open-anki-jlpt-decks)
はきはき,はきはき,clearly,N2,ja,JLPT (open-anki-jlpt-decks)
掃く,はく,"to sweep, to brush, to gather up",N2,ja,JLPT (open-anki-jlpt-decks)
歯車,はぐるま,"gear, cog-wheel",N2,ja,JLPT (open-anki-jlpt-decks)
バケツ,バケツ,"bucket, pail",N2,ja,JLPT (open-anki-jlpt-decks)
挟まる,はさまる,"to get between, to be caught in",N2,ja,JLPT (open-anki-jlpt-decks)
挟む,はさむ,to pinch; to hold between; to insert,N2,ja,JLPT (open-anki-jlpt-decks)
梯子,はしご,"ladder, stairs",N2,ja,JLPT (open-anki-jlpt-decks)
始めに,はじめに,"to begin with, first of all",N2,ja,JLPT (open-anki-jlpt-decks)
初めに,はじめに,"to begin with, first of all",N2,ja,JLPT (open-anki-jlpt-decks)
はじめまして,はじめまして,"How do you do, I am glad to meet you",N2,ja,JLPT (open-anki-jlpt-decks)
斜,はす,diagonal,N2,ja,JLPT (open-anki-jlpt-decks)
外れる,はずれる,"to be disconnected, to get out of place, to be off, to be out (e.g., of gear)",N2,ja,JLPT (open-anki-jlpt-decks)
パターン,パターン,pattern,N2,ja,JLPT (open-anki-jlpt-decks)
肌着,はだぎ,underwear,N2,ja,JLPT (open-anki-jlpt-decks)
果して,はたして,"as was expected, really",N2,ja,JLPT (open-anki-jlpt-decks)
果たして,はたして,"as was expected, just as one thought, sure enough",N2,ja,JLPT (open-anki-jlpt-decks)
鉢,はち,"a bowl, a pot",N2,ja,JLPT (open-anki-jlpt-decks)
発,はつ,"to depart (e.g., on a plane, train)",N2,ja,JLPT (open-anki-jlpt-decks)
×,ばつ,cross,N2,ja,JLPT (open-anki-jlpt-decks)
発揮,はっき,"exhibition, demonstration, display",N2,ja,JLPT (open-anki-jlpt-decks)
バック,バック,back,N2,ja,JLPT (open-anki-jlpt-decks)
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),N2,ja,JLPT (open-anki-jlpt-decks)
発電,はつでん,"generation (e.g., power)",N2,ja,JLPT (open-anki-jlpt-decks)
発売,はつばい,sale,N2,ja,JLPT (open-anki-jlpt-decks)
派手,はで,"showy, loud, flashy, gaudy",N2,ja,JLPT (open-anki-jlpt-decks)
話合い,はなしあい,"discussion, talk",N2,ja,JLPT (open-anki-jlpt-decks)
話し合い,はなしあい,"discussion, talk, conference",N2,ja,JLPT (open-anki-jlpt-decks)
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",N2,ja,JLPT (open-anki-jlpt-decks)
話中,はなしちゅう,"while talking, the line is busy",N2,ja,JLPT (open-anki-jlpt-decks)
甚だしい,はなはだしい,"extreme, excessive, terrible",N2,ja,JLPT (open-anki-jlpt-decks)
花火,はなび,fireworks,N2,ja,JLPT (open-anki-jlpt-decks)
花嫁,はなよめ,bride,N2,ja,JLPT (open-anki-jlpt-decks)
ばね,ばね,"spring (e.g., coil, leaf)",N2,ja,JLPT (open-anki-jlpt-decks)
跳ねる,はねる,"to jump, to leap",N2,ja,JLPT (open-anki-jlpt-decks)
破片,はへん,"fragment, broken piece",N2,ja,JLPT (open-anki-jlpt-decks)
歯磨き,はみがき,"toothbrushing, toothpaste",N2,ja,JLPT (open-anki-jlpt-decks)
はめる,はめる,"(col) to get in, to insert, to put on",N2,ja,JLPT (open-anki-jlpt-decks)
早口,はやくち,fast-talking,N2,ja,JLPT (open-anki-jlpt-decks)
払い込む,はらいこむ,"to deposit, to pay in",N2,ja,JLPT (open-anki-jlpt-decks)
払い戻す,はらいもどす,"to repay, to pay back",N2,ja,JLPT (open-anki-jlpt-decks)
針金,はりがね,wire,N2,ja,JLPT (open-anki-jlpt-decks)
張り切る,はりきる,"to be in high spirits, to be full of vigor",N2,ja,JLPT (open-anki-jlpt-decks)
反～,はん～,"anti ~, counter ~",N2,ja,JLPT (open-anki-jlpt-decks)
反映,はんえい,"reflection, influence",N2,ja,JLPT (open-anki-jlpt-decks)
半径,はんけい,radius,N2,ja,JLPT (open-anki-jlpt-decks)
判子,はんこ,seal (used for signature),N2,ja,JLPT (open-anki-jlpt-decks)
万歳,ばんざい,"banzai, Long live ~!",N2,ja,JLPT (open-anki-jlpt-decks)
判事,はんじ,"judge, justice",N2,ja,JLPT (open-anki-jlpt-decks)
反省,はんせい,"reflection, reconsideration",N2,ja,JLPT (open-anki-jlpt-decks)
番地,ばんち,"house number, address",N2,ja,JLPT (open-anki-jlpt-decks)
パンツ,パンツ,underpants,N2,ja,JLPT (open-anki-jlpt-decks)
バンド,バンド,band,N2,ja,JLPT (open-anki-jlpt-decks)
半島,はんとう,peninsula,N2,ja,JLPT (open-anki-jlpt-decks)
ハンドル,ハンドル,"handle, steering wheel",N2,ja,JLPT (open-anki-jlpt-decks)
非～,ひ～,"anti~, counter~, an~, non~",N2,ja,JLPT (open-anki-jlpt-decks)
日当たり,ひあたり,"exposure to the sun, sunny place",N2,ja,JLPT (open-anki-jlpt-decks)
日帰り,ひがえり,day trip,N2,ja,JLPT (open-anki-jlpt-decks)
比較的,ひかくてき,comparatively; relatively,N2,ja,JLPT (open-anki-jlpt-decks)
日陰,ひかげ,shadow,N2,ja,JLPT (open-anki-jlpt-decks)
ぴかぴか,ぴかぴか,"glitter, sparkle",N2,ja,JLPT (open-anki-jlpt-decks)
引受る,ひきうける,"to undertake, to take up, to take over",N2,ja,JLPT (open-anki-jlpt-decks)
引き返す,ひきかえす,"to turn back, to go back, reverse",N2,ja,JLPT (open-anki-jlpt-decks)
引算,ひきざん,subtraction,N2,ja,JLPT (open-anki-jlpt-decks)
引き出す,ひきだす,"to pull out, to take out, to withdraw",N2,ja,JLPT (open-anki-jlpt-decks)
引き止める,ひきとめる,"to keep back, to prevent, to hold back",N2,ja,JLPT (open-anki-jlpt-decks)
卑怯,ひきょう,"cowardice, meanness, unfairness",N2,ja,JLPT (open-anki-jlpt-decks)
引分け,ひきわけ,"a draw (in competition), tie game",N2,ja,JLPT (open-anki-jlpt-decks)
引き分け,ひきわけ,"draw (in competition), tie game",N2,ja,JLPT (open-anki-jlpt-decks)
陽射,ひざし,"sunlight, rays of the sun",N2,ja,JLPT (open-anki-jlpt-decks)
日差し,ひざし,sunlight,N2,ja,JLPT (open-anki-jlpt-decks)
肘,ひじ,elbow,N2,ja,JLPT (open-anki-jlpt-decks)
ピストル,ピストル,pistol,N2,ja,JLPT (open-anki-jlpt-decks)
ビタミン,ビタミン,vitamin,N2,ja,JLPT (open-anki-jlpt-decks)
ぴたり,ぴたり,exactly; close-fitting,N2,ja,JLPT (open-anki-jlpt-decks)
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",N2,ja,JLPT (open-anki-jlpt-decks)
筆記,ひっき,"note taking, writing",N2,ja,JLPT (open-anki-jlpt-decks)
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",N2,ja,JLPT (open-anki-jlpt-decks)
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",N2,ja,JLPT (open-anki-jlpt-decks)
引っ越し,ひっこし,"moving (dwelling, office, etc.), changing residence",N2,ja,JLPT (open-anki-jlpt-decks)
引っ込む,ひっこむ,"to draw back, to sink, to cave in",N2,ja,JLPT (open-anki-jlpt-decks)
筆者,ひっしゃ,"writer, author",N2,ja,JLPT (open-anki-jlpt-decks)
必需品,ひつじゅひん,"necessities, essential",N2,ja,JLPT (open-anki-jlpt-decks)
一～,ひと～,one ~,N2,ja,JLPT (open-anki-jlpt-decks)
人差指,ひとさしゆび,index finger,N2,ja,JLPT (open-anki-jlpt-decks)
一通り,ひととおり,"general, briefly",N2,ja,JLPT (open-anki-jlpt-decks)
人通り,ひとどおり,pedestrian traffic,N2,ja,JLPT (open-anki-jlpt-decks)
ひとまず,ひとまず,"for the present, once, for the time being",N2,ja,JLPT (open-anki-jlpt-decks)
瞳,ひとみ,pupil (of eye),N2,ja,JLPT (open-anki-jlpt-decks)
一休み,ひとやすみ,a rest,N2,ja,JLPT (open-anki-jlpt-decks)
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",N2,ja,JLPT (open-anki-jlpt-decks)
ひとりでに,ひとりでに,"by itself, automatically, naturally",N2,ja,JLPT (open-anki-jlpt-decks)
ビニール,ビニール,vinyl,N2,ja,JLPT (open-anki-jlpt-decks)
皮肉,ひにく,"cynicism, sarcasm",N2,ja,JLPT (open-anki-jlpt-decks)
日日,ひにち,date,N2,ja,JLPT (open-anki-jlpt-decks)
日にち,ひにち,"date (of a planned event, act, etc.), day",N2,ja,JLPT (open-anki-jlpt-decks)
捻る,ひねる,"to twist, to turn",N2,ja,JLPT (open-anki-jlpt-decks)
日の入り,ひのいり,sunset,N2,ja,JLPT (open-anki-jlpt-decks)
日の出,ひので,sunrise,N2,ja,JLPT (open-anki-jlpt-decks)
響き,ひびき,"echo, sound",N2,ja,JLPT (open-anki-jlpt-decks)
響く,ひびく,to resound; to affect,N2,ja,JLPT (open-anki-jlpt-decks)
皮膚,ひふ,skin,N2,ja,JLPT (open-anki-jlpt-decks)
冷やす,ひやす,"to cool (from room temperature), to chill, to refrigerate",N2,ja,JLPT (open-anki-jlpt-decks)
ひゃっかじてん,ひゃっかじてん,encyclopedia,N2,ja,JLPT (open-anki-jlpt-decks)
百科事典,ひゃっかじてん,encyclopedia,N2,ja,JLPT (open-anki-jlpt-decks)
美容,びよう,beauty of figure or form,N2,ja,JLPT (open-anki-jlpt-decks)
表紙,ひょうし,"front cover, binding",N2,ja,JLPT (open-anki-jlpt-decks)
標識,ひょうしき,"sign, mark",N2,ja,JLPT (open-anki-jlpt-decks)
標準,ひょうじゅん,"standard, level",N2,ja,JLPT (open-anki-jlpt-decks)
標本,ひょうほん,"example, specimen",N2,ja,JLPT (open-anki-jlpt-decks)
評論,ひょうろん,"criticism, critique",N2,ja,JLPT (open-anki-jlpt-decks)
ビルディング,ビルディング,building,N2,ja,JLPT (open-anki-jlpt-decks)
昼寝,ひるね,"nap (at home), siesta",N2,ja,JLPT (open-anki-jlpt-decks)
広げる,ひろげる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",N2,ja,JLPT (open-anki-jlpt-decks)
広さ,ひろさ,extent,N2,ja,JLPT (open-anki-jlpt-decks)
広場,ひろば,plaza,N2,ja,JLPT (open-anki-jlpt-decks)
広々,ひろびろ,"extensive, spacious",N2,ja,JLPT (open-anki-jlpt-decks)
ピンク,ピンク,pink,N2,ja,JLPT (open-anki-jlpt-decks)
便箋,びんせん,"writing paper, stationery",N2,ja,JLPT (open-anki-jlpt-decks)
瓶詰,びんづめ,"bottling, bottled",N2,ja,JLPT (open-anki-jlpt-decks)
ファスナー,ファスナー,"fastener, zipper",N2,ja,JLPT (open-anki-jlpt-decks)
風船,ふうせん,balloon,N2,ja,JLPT (open-anki-jlpt-decks)
不運,ふうん,"unlucky, misfortune, bad luck",N2,ja,JLPT (open-anki-jlpt-decks)
深まる,ふかまる,"to deepen, to heighten, to intensify",N2,ja,JLPT (open-anki-jlpt-decks)
不規則,ふきそく,"irregularity, unsteadiness",N2,ja,JLPT (open-anki-jlpt-decks)
普及,ふきゅう,"diffusion, spread",N2,ja,JLPT (open-anki-jlpt-decks)
付近,ふきん,"neighborhood, vicinity",N2,ja,JLPT (open-anki-jlpt-decks)
副～,ふく～,vice ~,N2,ja,JLPT (open-anki-jlpt-decks)
副詞,ふくし,adverb,N2,ja,JLPT (open-anki-jlpt-decks)
複写,ふくしゃ,"copy, duplicate",N2,ja,JLPT (open-anki-jlpt-decks)
複数,ふくすう,"plural, multiple",N2,ja,JLPT (open-anki-jlpt-decks)
ふくめる,ふくめる,"to include, to instruct, to make one understand",N2,ja,JLPT (open-anki-jlpt-decks)
膨らます,ふくらます,"to swell, to expand, to inflate",N2,ja,JLPT (open-anki-jlpt-decks)
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",N2,ja,JLPT (open-anki-jlpt-decks)
不潔,ふけつ,"unclean, dirty",N2,ja,JLPT (open-anki-jlpt-decks)
更ける,ふける,"to get late, to wear on",N2,ja,JLPT (open-anki-jlpt-decks)
符号,ふごう,"sign, mark, symbol",N2,ja,JLPT (open-anki-jlpt-decks)
夫妻,ふさい,"man and wife, married couple",N2,ja,JLPT (open-anki-jlpt-decks)
塞がる,ふさがる,"to be plugged up, to be shut up",N2,ja,JLPT (open-anki-jlpt-decks)
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",N2,ja,JLPT (open-anki-jlpt-decks)
ふざける,ふざける,"to romp, to gambol, to frolic",N2,ja,JLPT (open-anki-jlpt-decks)
無沙汰,ぶさた,neglecting to stay in contact,N2,ja,JLPT (open-anki-jlpt-decks)
武士,ぶし,"warrior, samurai",N2,ja,JLPT (open-anki-jlpt-decks)
部首,ぶしゅ,radical (of a kanji character),N2,ja,JLPT (open-anki-jlpt-decks)
蒸す,ふす,"to steam (food, towel, etc.) to be hot and humid, to be sultry",N2,ja,JLPT (open-anki-jlpt-decks)
襖,ふすま,sliding screen,N2,ja,JLPT (open-anki-jlpt-decks)
附属,ふぞく,"attached, belonging, affiliated",N2,ja,JLPT (open-anki-jlpt-decks)
付属,ふぞく,"being attached (to), being affiliated (to), belonging (to), going with",N2,ja,JLPT (open-anki-jlpt-decks)
蓋,ふた,"cover, lid, cap",N2,ja,JLPT (open-anki-jlpt-decks)
不通,ふつう,"suspension, interruption, stoppage, tie-up, cessation",N2,ja,JLPT (open-anki-jlpt-decks)
物騒,ぶっそう,"dangerous, disturbed, insecure",N2,ja,JLPT (open-anki-jlpt-decks)
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",N2,ja,JLPT (open-anki-jlpt-decks)
船便,ふなびん,surface mail (ship),N2,ja,JLPT (open-anki-jlpt-decks)
部品,ぶひん,"parts, accessories",N2,ja,JLPT (open-anki-jlpt-decks)
吹雪,ふぶき,snow storm,N2,ja,JLPT (open-anki-jlpt-decks)
父母,ふぼ,"father and mother, parents",N2,ja,JLPT (open-anki-jlpt-decks)
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",N2,ja,JLPT (open-anki-jlpt-decks)
